parcel_id,parcel_description,parcel_category,parcel_name,parcel_weight
411626802,A toys & games item named lego set.,Toys & Games,Lego Set,2.56
722566264,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,6.67
542039006,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,5.7
257170610,A beauty item named lipstick.,Beauty,Lipstick,10.61
826610549,A books item named novel.,Books,Novel,5.36
393666787,A beauty item named lipstick.,Beauty,Lipstick,13.15
457259834,A fine art item named painting.,Fine Art,Painting,3.84
457166048,A books item named novel.,Books,Novel,2.81
875088752,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,0.86
788696893,A consumer electronics item named headphones.,Consumer Electronics,Headphones,7.03
227839851,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,7.67
918220762,A beauty item named lipstick.,Beauty,Lipstick,12.66
895828550,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,12.64
163759993,A watches item named watch.,Watches,Watch,2.13
497863652,A video games item named video game.,Video Games,Video Game,11.02
136455593,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,3.47
604083799,A major appliances item named washing machine.,Major Appliances,Washing Machine,11.79
26708378,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,7.15
754491432,A office products item named printer.,Office Products,Printer,0.88
776161360,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,2.77
576740658,A home & garden item named garden tools.,Home & Garden,Garden Tools,2.15
972218572,A musical instruments item named guitar.,Musical Instruments,Guitar,11.13
330344052,A sports item named basketball.,Sports,Basketball,14.08
541105589,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,14.17
272727745,A toys & games item named lego set.,Toys & Games,Lego Set,3.0
603676092,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,9.36
829581871,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,4.86
461690712,A beauty item named lipstick.,Beauty,Lipstick,13.79
541847205,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,6.33
508457084,A beauty item named lipstick.,Beauty,Lipstick,2.76
63266702,A toys & games item named lego set.,Toys & Games,Lego Set,7.1
387767845,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,6.6
798640674,A outdoors item named tent.,Outdoors,Tent,12.55
215458487,A pet supplies item named dog food.,Pet Supplies,Dog Food,10.31
34441398,A home & garden item named garden tools.,Home & Garden,Garden Tools,1.71
229516221,A sports item named basketball.,Sports,Basketball,12.52
834848932,A video games item named video game.,Video Games,Video Game,2.96
260466976,A major appliances item named washing machine.,Major Appliances,Washing Machine,11.71
77827748,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,1.34
983429460,A office products item named printer.,Office Products,Printer,5.47
397295641,A toys & games item named lego set.,Toys & Games,Lego Set,8.09
885965861,A consumer electronics item named headphones.,Consumer Electronics,Headphones,7.56
893080840,A toys & games item named lego set.,Toys & Games,Lego Set,13.64
943499564,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,10.43
413459786,A sports item named basketball.,Sports,Basketball,1.69
366022332,A watches item named watch.,Watches,Watch,7.62
994874865,A personal computers item named laptop.,Personal Computers,Laptop,13.97
381245303,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,2.35
53157093,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,1.65
73782742,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,1.65
147420956,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,13.64
243924124,A major appliances item named washing machine.,Major Appliances,Washing Machine,0.56
439110327,A outdoors item named tent.,Outdoors,Tent,6.08
268040339,A software item named antivirus software.,Software,Antivirus Software,7.85
268932799,A software item named antivirus software.,Software,Antivirus Software,12.42
36723570,A sports item named basketball.,Sports,Basketball,12.1
423831300,A toys & games item named lego set.,Toys & Games,Lego Set,1.86
488662236,A beauty item named lipstick.,Beauty,Lipstick,11.55
673541702,A video games item named video game.,Video Games,Video Game,3.74
426889503,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,10.79
35272302,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,4.08
906935283,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,8.88
253346106,A outdoors item named tent.,Outdoors,Tent,4.15
712587873,A beauty item named lipstick.,Beauty,Lipstick,4.83
510971353,A personal computers item named laptop.,Personal Computers,Laptop,11.47
319128383,A toys & games item named lego set.,Toys & Games,Lego Set,1.92
228824251,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,9.59
545060487,A personal computers item named laptop.,Personal Computers,Laptop,0.77
351555723,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,14.09
648400774,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,3.66
355210475,A watches item named watch.,Watches,Watch,2.61
422062593,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,13.02
573461219,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,6.73
709241718,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,6.81
444934776,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,8.94
194520250,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,1.03
593195944,A pet supplies item named dog food.,Pet Supplies,Dog Food,1.46
245663777,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,12.89
975441674,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,9.44
637141436,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,2.34
59067556,A major appliances item named washing machine.,Major Appliances,Washing Machine,10.3
302692820,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,12.5
963201611,A home & garden item named garden tools.,Home & Garden,Garden Tools,12.37
67586327,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,7.67
854979241,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,14.49
20196744,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,14.47
436684403,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,13.12
673925182,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,9.92
207353573,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,0.54
188017821,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,11.22
772934129,A outdoors item named tent.,Outdoors,Tent,8.99
851873561,A beauty item named lipstick.,Beauty,Lipstick,14.32
157216478,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,7.56
171024869,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,3.65
149402516,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,10.77
798738428,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,6.03
78934887,A video games item named video game.,Video Games,Video Game,12.26
993475502,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,0.82
17693765,A software item named antivirus software.,Software,Antivirus Software,6.54
392926805,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,3.72
229087237,A home & garden item named garden tools.,Home & Garden,Garden Tools,7.98
359031387,A fine art item named painting.,Fine Art,Painting,15.0
661190980,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,11.13
509317588,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,10.01
164212113,A fine art item named painting.,Fine Art,Painting,2.18
550727453,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,2.55
297728451,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,14.74
346798160,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,9.86
116263862,A beauty item named lipstick.,Beauty,Lipstick,14.38
760584731,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,10.16
448596288,A consumer electronics item named headphones.,Consumer Electronics,Headphones,6.42
747186756,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,12.19
741979521,A outdoors item named tent.,Outdoors,Tent,2.1
369789982,A major appliances item named washing machine.,Major Appliances,Washing Machine,14.33
682875539,A major appliances item named washing machine.,Major Appliances,Washing Machine,13.2
249757998,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,11.74
932959323,A consumer electronics item named headphones.,Consumer Electronics,Headphones,14.57
451463919,A major appliances item named washing machine.,Major Appliances,Washing Machine,7.42
901647985,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,11.05
240034434,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,3.26
111920391,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,8.33
644563208,A toys & games item named lego set.,Toys & Games,Lego Set,7.17
620214544,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,9.8
770571909,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,5.42
948797690,A outdoors item named tent.,Outdoors,Tent,8.28
161871869,A consumer electronics item named headphones.,Consumer Electronics,Headphones,7.78
91569763,A consumer electronics item named headphones.,Consumer Electronics,Headphones,14.19
680447662,A software item named antivirus software.,Software,Antivirus Software,1.01
143805311,A books item named novel.,Books,Novel,6.38
917089207,A fine art item named painting.,Fine Art,Painting,13.5
71764042,A outdoors item named tent.,Outdoors,Tent,13.83
757458001,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,10.79
317323949,A toys & games item named lego set.,Toys & Games,Lego Set,2.13
702630436,A musical instruments item named guitar.,Musical Instruments,Guitar,2.94
589300386,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,0.54
507165296,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,7.84
862021455,A watches item named watch.,Watches,Watch,5.04
688548748,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,9.72
206976548,A personal computers item named laptop.,Personal Computers,Laptop,6.92
406835693,A software item named antivirus software.,Software,Antivirus Software,11.19
828437321,A pet supplies item named dog food.,Pet Supplies,Dog Food,10.44
989567562,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,4.22
451432349,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,1.15
50295729,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,14.91
32366919,A consumer electronics item named headphones.,Consumer Electronics,Headphones,6.17
941282091,A pet supplies item named dog food.,Pet Supplies,Dog Food,1.82
445732582,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,1.17
309723222,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,7.52
993505835,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,2.51
846210615,A watches item named watch.,Watches,Watch,13.7
126102555,A beauty item named lipstick.,Beauty,Lipstick,12.14
229315414,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,11.6
670601301,A books item named novel.,Books,Novel,12.55
529520551,A sports item named basketball.,Sports,Basketball,0.73
415138635,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,12.95
513375885,A outdoors item named tent.,Outdoors,Tent,10.76
455386004,A office products item named printer.,Office Products,Printer,9.01
365488192,A consumer electronics item named headphones.,Consumer Electronics,Headphones,6.41
394346727,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,13.98
943902325,A watches item named watch.,Watches,Watch,8.78
318823623,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,2.4
554736882,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,12.55
554822496,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,2.89
634758738,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,13.28
336177589,A pet supplies item named dog food.,Pet Supplies,Dog Food,13.51
942105117,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,13.32
956069765,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,3.1
930911135,A books item named novel.,Books,Novel,1.89
777056615,A video games item named video game.,Video Games,Video Game,1.82
355845449,A fine art item named painting.,Fine Art,Painting,9.72
329613913,A video games item named video game.,Video Games,Video Game,6.79
664498137,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,6.64
455581824,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,5.05
376447857,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,10.99
447349861,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,11.36
557582238,A consumer electronics item named headphones.,Consumer Electronics,Headphones,13.23
125784441,A home & garden item named garden tools.,Home & Garden,Garden Tools,1.04
309796316,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,9.45
869094614,A toys & games item named lego set.,Toys & Games,Lego Set,1.21
938372275,A video games item named video game.,Video Games,Video Game,7.43
175967324,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,9.59
889936728,A pet supplies item named dog food.,Pet Supplies,Dog Food,13.85
46028330,A pet supplies item named dog food.,Pet Supplies,Dog Food,5.56
267794209,A books item named novel.,Books,Novel,14.31
640619846,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,3.92
4069873,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,1.89
879232816,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,13.31
429405928,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,3.31
459810896,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,2.25
806872322,A beauty item named lipstick.,Beauty,Lipstick,7.28
155848925,A toys & games item named lego set.,Toys & Games,Lego Set,2.94
111230534,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,2.72
966273974,A pet supplies item named dog food.,Pet Supplies,Dog Food,13.17
27250138,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,4.45
646594238,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,7.28
287438903,A sports item named basketball.,Sports,Basketball,12.81
46787694,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,13.54
54477992,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,2.51
494652853,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,5.32
786834662,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,0.89
646964747,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,11.55
768488890,A home & garden item named garden tools.,Home & Garden,Garden Tools,0.53
375086164,A office products item named printer.,Office Products,Printer,1.5
145279303,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,2.6
769581858,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,12.62
431971614,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,7.92
768081149,A beauty item named lipstick.,Beauty,Lipstick,4.26
324236520,A fine art item named painting.,Fine Art,Painting,2.22
576426328,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,10.66
131065639,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,5.91
23924495,A office products item named printer.,Office Products,Printer,6.67
533762875,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,12.96
393609598,A consumer electronics item named headphones.,Consumer Electronics,Headphones,11.59
32278469,A outdoors item named tent.,Outdoors,Tent,13.74
698157795,A outdoors item named tent.,Outdoors,Tent,0.97
69671170,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,13.48
990793589,A software item named antivirus software.,Software,Antivirus Software,5.96
687807844,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,14.37
31727971,A pet supplies item named dog food.,Pet Supplies,Dog Food,11.62
236849094,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,9.42
440298766,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,13.79
938567027,A books item named novel.,Books,Novel,7.95
747045442,A office products item named printer.,Office Products,Printer,14.75
688267281,A consumer electronics item named headphones.,Consumer Electronics,Headphones,10.81
613855300,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,10.01
689259764,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,8.86
110933358,A musical instruments item named guitar.,Musical Instruments,Guitar,4.91
187580575,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,12.53
186581669,A pet supplies item named dog food.,Pet Supplies,Dog Food,14.2
105107171,A office products item named printer.,Office Products,Printer,1.17
731630514,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,6.34
80508252,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,2.43
320455134,A software item named antivirus software.,Software,Antivirus Software,7.52
248188155,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,14.07
524584565,A home & garden item named garden tools.,Home & Garden,Garden Tools,6.15
868921478,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,4.33
523120409,A major appliances item named washing machine.,Major Appliances,Washing Machine,14.13
938836598,A fine art item named painting.,Fine Art,Painting,8.39
988476498,A books item named novel.,Books,Novel,4.43
154437159,A pet supplies item named dog food.,Pet Supplies,Dog Food,13.28
607887168,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,10.94
556381340,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,1.89
332548092,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,6.88
540582989,A pet supplies item named dog food.,Pet Supplies,Dog Food,2.4
36183974,A personal computers item named laptop.,Personal Computers,Laptop,2.61
143215627,A sports item named basketball.,Sports,Basketball,6.17
135037260,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,14.98
855383481,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,10.92
638280404,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,1.5
954960711,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,1.15
680870547,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,13.94
433249044,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,1.65
372230255,A software item named antivirus software.,Software,Antivirus Software,12.61
689284628,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,8.1
518031264,A books item named novel.,Books,Novel,1.05
290819691,A toys & games item named lego set.,Toys & Games,Lego Set,0.9
198928011,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,2.03
968136255,A fine art item named painting.,Fine Art,Painting,10.45
582127710,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,11.51
335956771,A books item named novel.,Books,Novel,9.43
207726978,A video games item named video game.,Video Games,Video Game,4.08
150476872,A musical instruments item named guitar.,Musical Instruments,Guitar,6.88
12903046,A watches item named watch.,Watches,Watch,1.35
473787599,A pet supplies item named dog food.,Pet Supplies,Dog Food,2.12
495272371,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,7.18
426646908,A toys & games item named lego set.,Toys & Games,Lego Set,7.06
59887658,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,14.27
773498649,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,4.99
35798172,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,0.8
825916015,A home & garden item named garden tools.,Home & Garden,Garden Tools,11.21
817194692,A watches item named watch.,Watches,Watch,11.04
595034713,A musical instruments item named guitar.,Musical Instruments,Guitar,9.99
428120203,A books item named novel.,Books,Novel,12.77
831511552,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,13.67
29553623,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,5.11
694323563,A home & garden item named garden tools.,Home & Garden,Garden Tools,11.81
457439128,A watches item named watch.,Watches,Watch,5.26
575915987,A beauty item named lipstick.,Beauty,Lipstick,12.89
622627012,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,9.66
986053350,A watches item named watch.,Watches,Watch,7.75
269994192,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,4.51
927272005,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,1.01
366464459,A watches item named watch.,Watches,Watch,9.94
633731881,A musical instruments item named guitar.,Musical Instruments,Guitar,7.6
877914716,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,14.76
322889252,A consumer electronics item named headphones.,Consumer Electronics,Headphones,5.53
3587412,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,8.73
637603973,A sports item named basketball.,Sports,Basketball,3.75
851762359,A personal computers item named laptop.,Personal Computers,Laptop,2.39
474058545,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,3.44
69547736,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,5.14
832358081,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,8.15
329322556,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,9.0
69466344,A home & garden item named garden tools.,Home & Garden,Garden Tools,11.18
547030582,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,8.65
810758339,A beauty item named lipstick.,Beauty,Lipstick,5.23
513438850,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,14.79
437468447,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,5.75
749523719,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,7.04
811389857,A home & garden item named garden tools.,Home & Garden,Garden Tools,14.57
665935137,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,12.31
721800593,A software item named antivirus software.,Software,Antivirus Software,11.77
78925154,A video games item named video game.,Video Games,Video Game,5.41
875297386,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,8.51
186022116,A personal computers item named laptop.,Personal Computers,Laptop,2.82
809249879,A consumer electronics item named headphones.,Consumer Electronics,Headphones,2.17
160351811,A office products item named printer.,Office Products,Printer,14.64
113129918,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,7.14
669756288,A personal computers item named laptop.,Personal Computers,Laptop,2.16
120757804,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,12.31
98058284,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,8.08
83318530,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,2.65
610105708,A personal computers item named laptop.,Personal Computers,Laptop,7.97
937318611,A video games item named video game.,Video Games,Video Game,11.0
581145864,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,12.93
475124298,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,10.68
412976286,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,9.32
176972907,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,12.0
933676857,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,5.75
914385300,A beauty item named lipstick.,Beauty,Lipstick,13.08
820379698,A video games item named video game.,Video Games,Video Game,8.41
586191578,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,0.55
915096166,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,7.44
582622525,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,1.58
107719311,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,12.14
605974310,A office products item named printer.,Office Products,Printer,14.78
697142448,A toys & games item named lego set.,Toys & Games,Lego Set,5.49
528443343,A consumer electronics item named headphones.,Consumer Electronics,Headphones,13.21
565391680,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,6.47
693948298,A sports item named basketball.,Sports,Basketball,1.69
229975606,A fine art item named painting.,Fine Art,Painting,3.22
902788137,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,4.28
705398651,A consumer electronics item named headphones.,Consumer Electronics,Headphones,12.67
169788102,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,10.83
253875140,A major appliances item named washing machine.,Major Appliances,Washing Machine,10.7
643766274,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,0.73
289269840,A personal computers item named laptop.,Personal Computers,Laptop,13.35
776268257,A office products item named printer.,Office Products,Printer,4.44
271735721,A personal computers item named laptop.,Personal Computers,Laptop,9.45
300763359,A office products item named printer.,Office Products,Printer,7.68
146907819,A home & garden item named garden tools.,Home & Garden,Garden Tools,14.25
844537120,A outdoors item named tent.,Outdoors,Tent,11.32
563141723,A home & garden item named garden tools.,Home & Garden,Garden Tools,12.83
466242314,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,6.57
610140380,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,10.55
260339755,A books item named novel.,Books,Novel,7.84
977325542,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,10.67
838676007,A software item named antivirus software.,Software,Antivirus Software,12.73
853672477,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,3.97
791764313,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,13.62
855334378,A watches item named watch.,Watches,Watch,10.6
795668948,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,3.19
535344853,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,1.55
590677942,A pet supplies item named dog food.,Pet Supplies,Dog Food,2.54
593620777,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,9.28
847542508,A video games item named video game.,Video Games,Video Game,5.09
960299240,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,0.62
36277284,A books item named novel.,Books,Novel,14.36
145642544,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,10.07
28460323,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,4.11
535045947,A major appliances item named washing machine.,Major Appliances,Washing Machine,4.64
699077370,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,12.84
27719205,A software item named antivirus software.,Software,Antivirus Software,2.28
552758349,A pet supplies item named dog food.,Pet Supplies,Dog Food,4.14
384556207,A sports item named basketball.,Sports,Basketball,3.61
769749145,A toys & games item named lego set.,Toys & Games,Lego Set,12.14
319357508,A major appliances item named washing machine.,Major Appliances,Washing Machine,10.48
88386776,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,1.2
595516068,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,10.72
718176054,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,8.93
401797511,A fine art item named painting.,Fine Art,Painting,9.88
995978173,A major appliances item named washing machine.,Major Appliances,Washing Machine,11.87
46809514,A fine art item named painting.,Fine Art,Painting,3.88
299189594,A video games item named video game.,Video Games,Video Game,6.36
546115089,A consumer electronics item named headphones.,Consumer Electronics,Headphones,2.41
